,carat,depth,table,price,x,y,z,Cut_num,Clarity_num,Color_num
3269,1.0,64.3,57.0,3360,6.29,6.25,4.03,2,3,2
3270,1.0,58.3,63.0,3360,6.53,6.5,3.8,3,2,2
3271,1.0,63.0,57.0,3360,6.35,6.32,3.99,5,1,6
3272,1.0,59.8,61.0,3360,6.24,6.17,3.71,4,2,3
3273,1.0,62.2,62.0,3360,6.39,6.33,3.96,4,3,2
3274,0.51,62.7,62.0,3360,5.09,4.96,3.15,4,3,5
3275,1.0,59.3,63.0,3360,6.52,6.47,3.85,3,3,2
3276,0.7,62.5,57.0,3361,5.65,5.68,3.54,5,5,7
3277,0.82,62.1,56.0,3361,6.04,6.0,3.74,5,3,5
3278,0.78,61.3,56.0,3362,5.92,6.0,3.64,5,3,5
3279,0.8,61.5,58.0,3362,5.96,6.0,3.68,5,3,6
3280,0.91,61.3,60.0,3363,6.2,6.17,3.79,4,2,4
3281,0.76,62.1,56.0,3363,5.81,5.89,3.63,5,7,3
3282,0.63,61.9,56.0,3363,5.5,5.52,3.41,5,8,4
3283,0.82,60.9,62.2,3363,5.97,6.04,3.66,2,4,5
3284,0.91,60.3,57.0,3363,6.31,6.27,3.79,5,2,3
3285,0.91,62.7,58.0,3363,6.17,6.14,3.86,4,2,3
3286,0.91,64.0,57.0,3363,6.17,6.08,3.92,2,3,5
3287,0.91,62.9,59.0,3363,6.15,6.12,3.86,4,2,3
3288,0.82,61.5,56.0,3364,6.0,6.04,3.7,5,5,3
3289,0.7,62.5,59.0,3365,5.69,5.64,3.54,4,5,7
3290,0.75,62.3,56.0,3365,5.79,5.84,3.62,3,4,6
3291,0.95,62.4,57.0,3365,6.25,6.29,3.91,3,5,1
3292,0.83,63.5,58.0,3365,5.93,5.98,3.78,3,3,6
3293,0.8,63.3,59.0,3365,5.82,5.87,3.7,2,4,6
3294,0.74,62.7,56.0,3365,5.8,5.77,3.63,4,5,7
3295,0.71,61.9,59.0,3366,5.68,5.72,3.53,3,4,7
3296,1.13,61.2,56.0,3366,6.76,6.71,4.12,5,1,5
3297,0.76,62.6,57.0,3367,5.8,5.83,3.64,3,8,3
3298,0.9,62.4,57.0,3368,6.11,6.16,3.83,3,2,5
3299,0.9,63.0,56.0,3368,6.09,6.16,3.86,3,2,5
3300,0.9,62.6,56.0,3368,6.13,6.17,3.85,3,2,5
3301,0.8,62.0,61.0,3369,5.99,5.91,3.69,4,4,5
3302,0.69,61.5,61.0,3369,5.61,5.65,3.46,2,6,7
3303,0.8,63.2,55.0,3369,5.9,5.88,3.72,3,4,5
3304,0.8,62.7,54.0,3369,5.95,5.91,3.72,5,4,5
3305,0.73,61.2,58.0,3370,5.77,5.83,3.55,4,5,6
3306,0.73,62.3,56.0,3370,5.75,5.8,3.6,5,5,6
3307,0.73,60.9,61.0,3370,5.79,5.81,3.53,3,5,6
3308,0.84,63.6,59.0,3370,5.89,5.94,3.76,2,4,4
3309,0.7,61.1,56.0,3370,5.76,5.81,3.53,5,4,6
3310,0.9,58.1,60.0,3371,6.24,6.26,3.63,3,2,7
3311,0.9,61.0,61.0,3371,6.15,6.17,3.76,3,2,7
3312,0.71,61.7,57.0,3371,5.68,5.73,3.53,5,6,3
3313,0.71,61.9,56.0,3371,5.72,5.76,3.55,5,6,3
3314,0.9,58.3,60.0,3371,6.34,6.31,3.69,4,2,3
3316,0.87,62.3,57.0,3372,6.08,6.12,3.8,5,4,3
3317,0.76,61.6,56.0,3372,5.82,5.87,3.6,5,5,4
3318,0.71,62.4,56.0,3372,5.74,5.7,3.57,5,4,7
3319,0.82,62.0,60.0,3373,5.96,6.0,3.71,3,3,6
3320,0.52,62.1,54.0,3373,5.15,5.18,3.21,5,7,7
3321,0.81,61.5,56.0,3373,6.01,6.03,3.7,5,3,6
3323,0.74,61.7,56.0,3374,5.81,5.86,3.6,5,4,6
3324,0.7,62.8,58.0,3375,5.65,5.68,3.56,3,5,7
3325,0.72,64.1,57.0,3375,5.68,5.71,3.65,3,5,7
3326,0.9,65.6,55.0,3375,6.01,5.97,3.93,1,4,3
3327,1.23,60.8,59.0,3375,6.96,6.91,4.22,4,1,5
3328,0.71,61.7,60.0,3376,5.7,5.74,3.53,3,6,6
3329,0.93,61.3,62.0,3376,6.17,6.26,3.81,2,2,5
3331,0.7,61.0,56.0,3376,5.76,5.79,3.52,5,4,6
3332,0.71,61.7,55.0,3376,5.73,5.77,3.55,5,3,6
3333,0.91,60.4,61.0,3376,6.28,6.21,3.77,4,2,4
3334,1.01,62.2,54.0,3377,6.42,6.44,4.0,5,1,5
3335,0.79,59.3,57.0,3377,6.02,6.06,3.58,5,4,6
3336,0.92,62.3,59.0,3377,6.15,6.2,3.85,4,2,4
3337,0.9,58.3,60.0,3377,6.39,6.33,3.71,4,2,4
3338,0.7,60.6,60.0,3377,5.74,5.72,3.47,4,6,6
3339,0.9,62.0,55.0,3377,6.21,6.17,3.84,4,3,3
3340,0.9,63.0,60.0,3377,6.08,5.99,3.8,4,3,2
3341,0.5,63.2,59.0,3378,4.99,5.04,3.17,2,8,7
3342,0.5,62.9,59.0,3378,4.99,5.09,3.17,3,8,7
3343,1.03,62.0,58.0,3378,6.47,6.52,4.03,4,2,1
3344,0.73,61.6,55.0,3378,5.8,5.82,3.58,5,8,3
3345,0.62,60.3,57.0,3378,5.54,5.61,3.35,5,8,4
3346,0.95,63.5,58.0,3378,6.19,6.16,3.92,3,3,2
3347,0.91,63.4,58.0,3379,6.15,6.09,3.88,3,2,6
3348,0.91,58.5,60.0,3379,6.34,6.31,3.7,4,2,6
3349,0.91,60.0,60.0,3379,6.28,6.23,3.75,4,2,6
3350,0.82,62.1,54.0,3380,5.98,6.03,3.73,5,3,6
3351,0.7,58.5,62.0,3380,5.8,5.82,3.4,2,7,4
3352,0.71,62.0,57.0,3380,5.72,5.66,3.53,5,5,6
3353,0.71,59.0,59.0,3380,5.88,5.82,3.45,4,6,6
3354,0.8,63.5,57.0,3381,5.87,5.91,3.74,3,5,4
3355,0.71,61.6,56.0,3381,5.71,5.75,3.53,5,4,6
3357,0.91,63.4,57.0,3382,6.1,6.18,3.89,3,2,3
3358,0.6,61.9,55.0,3382,5.41,5.45,3.36,5,6,7
3359,0.3,61.2,58.0,405,4.28,4.31,2.63,3,3,2
3360,0.3,60.6,56.0,405,4.35,4.4,2.65,5,2,4
3361,0.31,59.3,59.0,406,4.38,4.42,2.61,3,4,2
3362,0.3,62.7,56.0,407,4.27,4.28,2.68,3,4,2
3363,0.3,60.7,56.0,407,4.32,4.34,2.63,3,4,2
3364,0.25,61.9,57.0,407,4.05,4.08,2.51,3,4,4
3365,0.25,63.0,54.0,407,4.04,4.06,2.55,3,4,4
3366,0.27,63.8,60.0,407,4.03,4.09,2.59,3,5,6
3368,0.3,62.3,56.0,407,4.28,4.29,2.67,5,4,2
3369,0.3,62.4,55.0,407,4.32,4.34,2.7,5,4,2
3371,0.3,62.0,58.0,407,4.25,4.33,2.66,5,3,3
3372,0.3,62.9,53.0,407,4.28,4.31,2.7,5,3,3
3373,0.25,62.3,57.0,407,4.03,4.09,2.53,5,3,4
3374,0.24,61.8,57.0,408,3.97,3.99,2.46,5,4,5
3375,0.3,60.0,56.0,408,4.41,4.43,2.65,5,2,3
3376,0.31,62.3,57.0,408,4.33,4.37,2.71,3,2,4
3377,0.31,63.2,55.0,408,4.31,4.33,2.73,2,2,4
3378,0.31,61.3,58.0,408,4.34,4.37,2.67,4,3,2
3379,0.31,62.7,56.0,408,4.3,4.34,2.71,5,3,2
3380,0.31,60.7,60.0,408,4.34,4.39,2.65,4,5,1
3381,0.31,61.4,61.0,408,4.34,4.39,2.68,3,3,2
3382,0.31,63.0,57.0,408,4.32,4.35,2.73,3,2,4
3383,0.31,63.5,56.0,408,4.28,4.32,2.73,2,3,2
3384,0.31,61.8,59.0,408,4.3,4.34,2.67,3,2,4
3385,0.31,61.8,59.0,408,4.31,4.33,2.67,4,5,1
3386,0.31,61.5,59.0,408,4.35,4.37,2.68,4,3,2
3387,0.31,63.0,58.0,408,4.34,4.36,2.74,3,2,5
3388,0.31,63.0,57.0,408,4.32,4.34,2.73,3,3,2
3389,0.34,62.8,56.0,566,4.42,4.46,2.79,3,3,5
3390,0.27,59.7,61.0,567,4.24,4.27,2.54,3,6,6
3391,0.27,59.4,64.0,567,4.16,4.19,2.48,3,6,6
3392,0.35,60.1,56.0,567,4.61,4.64,2.78,3,4,3
3393,0.27,59.4,61.0,567,4.23,4.26,2.52,3,8,5
3394,0.32,62.2,54.5,567,4.38,4.42,2.74,5,6,2
3395,0.32,62.0,54.9,567,4.36,4.39,2.71,5,6,2
3396,0.3,62.5,54.0,567,4.3,4.3,2.7,5,6,3
3397,0.3,62.6,54.0,567,4.3,4.33,2.7,5,4,5
3398,0.3,61.8,63.0,567,4.29,4.26,2.64,3,5,2
3399,0.3,61.6,61.0,567,4.28,4.23,2.62,4,5,2
3400,0.28,59.6,61.0,567,4.28,4.25,2.54,4,4,5
3401,0.27,59.6,61.0,567,4.26,4.23,2.53,4,4,7
3402,0.4,64.0,56.0,567,4.66,4.69,2.99,2,5,1
3403,0.31,63.6,56.0,567,4.26,4.32,2.73,2,4,7
3404,0.33,63.1,55.0,567,4.38,4.4,2.77,2,3,7
3405,0.33,63.1,55.0,567,4.42,4.46,2.8,2,3,7
3406,0.33,62.0,56.0,567,4.44,4.47,2.76,5,3,7
3407,0.3,60.3,57.0,568,4.34,4.39,2.63,5,4,5
3408,0.3,62.1,57.0,568,4.27,4.3,2.66,5,4,5
3409,0.38,61.3,55.0,568,4.67,4.69,2.87,5,2,5
3410,0.38,62.0,55.0,568,4.67,4.69,2.9,5,2,5
3411,0.38,60.9,56.0,568,4.69,4.74,2.87,5,2,5
3413,0.31,61.2,55.0,568,4.37,4.4,2.68,5,3,5
3414,0.36,62.0,59.0,568,4.53,4.6,2.83,4,5,2
3415,0.3,61.0,57.0,568,4.32,4.34,2.64,3,4,7
3416,0.36,63.7,55.0,568,4.49,4.52,2.87,2,4,3
3417,0.36,61.0,60.0,568,4.55,4.6,2.79,3,4,3
3418,0.36,60.9,59.0,568,4.58,4.62,2.8,4,4,3
3419,0.9,66.4,59.0,3382,5.97,5.92,3.95,1,3,7
3420,0.9,63.2,54.0,3382,6.1,6.08,3.85,3,4,2
3421,1.02,61.5,56.0,3382,6.49,6.46,3.98,5,1,4
3422,0.7,60.5,56.0,3384,5.77,5.79,3.5,5,5,4
3423,0.7,61.9,55.0,3384,5.67,5.71,3.52,5,5,4
3424,0.7,60.6,57.0,3384,5.73,5.79,3.5,5,5,4
3425,0.79,62.0,57.0,3384,5.92,5.96,3.68,5,3,6
3426,0.95,64.4,60.0,3384,6.06,6.02,3.89,1,2,7
3427,0.71,60.2,61.0,3384,5.8,5.76,3.48,4,8,3
3428,0.76,61.2,57.0,3384,5.91,5.89,3.61,5,4,7
3429,0.78,59.8,57.0,3385,5.98,6.02,3.59,3,3,6
3430,0.9,59.1,59.0,3385,6.28,6.24,3.7,4,4,2
3431,0.9,62.8,61.0,3385,6.14,6.09,3.84,4,2,4
3432,0.72,61.5,56.0,3385,5.71,5.77,3.53,5,4,6
3433,0.91,64.0,61.0,3387,6.05,6.08,3.88,3,2,4
3435,0.9,62.6,58.0,3387,6.12,6.08,3.82,4,3,3
3436,0.9,61.0,59.0,3387,6.16,6.11,3.74,4,3,3
3437,0.9,62.1,61.0,3387,6.11,6.07,3.78,4,3,3
3438,0.9,62.3,63.0,3387,6.13,6.06,3.8,3,3,3
3439,0.9,62.8,62.0,3387,6.09,6.05,3.81,4,3,3
3440,0.9,65.4,56.0,3387,6.11,6.04,3.97,1,3,3
3441,0.9,65.2,60.0,3387,6.0,5.96,3.9,1,5,2
3442,0.77,62.1,57.0,3387,5.88,5.84,3.64,5,5,5
3443,0.9,63.4,58.0,3387,6.16,6.11,3.89,3,3,3
3444,0.9,61.4,60.0,3387,6.13,6.08,3.75,4,3,3
3445,1.0,68.7,55.0,3387,6.06,5.88,4.11,1,3,5
3446,1.01,62.0,57.0,3388,6.37,6.41,3.96,5,1,6
3448,0.9,63.0,55.0,3388,6.12,6.16,3.87,3,3,3
3449,0.9,63.2,59.0,3388,6.08,6.14,3.86,3,3,3
3450,1.1,59.2,59.0,3388,6.8,6.74,4.01,4,2,3
3451,0.74,62.1,56.0,3388,5.78,5.82,3.6,5,7,4
3453,0.74,60.9,59.0,3389,5.9,5.86,3.58,3,5,4
3454,0.73,60.2,55.0,3389,5.85,5.9,3.54,5,4,4
3455,0.78,62.2,55.0,3389,5.92,5.95,3.69,5,3,7
3456,0.88,60.9,61.0,3390,6.16,6.13,3.74,4,2,7
3457,0.79,61.0,57.0,3390,6.0,5.95,3.65,5,2,6
3458,0.9,63.8,61.0,3391,6.05,6.08,3.87,2,3,6
3459,0.9,61.2,57.0,3391,6.19,6.23,3.8,3,2,4
3460,0.72,60.3,57.0,3391,5.82,5.86,3.52,5,4,2
3461,0.72,61.4,56.0,3391,5.77,5.83,3.56,5,4,2
3462,1.06,62.9,59.0,3391,6.43,6.39,4.03,4,2,1
3463,0.84,61.7,56.0,3392,6.03,6.07,3.74,3,6,2
3464,0.91,58.0,59.0,3392,6.45,6.38,3.72,4,3,4
3465,0.85,61.4,56.0,3392,6.06,6.12,3.74,5,3,2
3466,1.04,60.1,58.0,3392,6.65,6.56,3.97,4,2,6
3467,1.04,61.6,59.0,3392,6.51,6.47,4.0,4,2,6
3468,0.77,59.3,56.0,3393,5.98,6.03,3.56,2,5,5
3469,0.71,62.1,62.0,3393,5.68,5.79,3.56,2,8,5
3470,0.83,62.0,59.0,3393,6.0,5.96,3.71,4,4,5
3471,0.76,61.5,59.0,3394,5.83,5.91,3.61,3,6,4
3472,0.94,61.9,57.0,3394,6.21,6.29,3.87,3,2,3
3473,1.01,59.8,58.0,3394,6.57,6.53,3.92,4,1,6
3474,1.01,58.4,64.0,3394,6.51,6.48,3.79,2,3,2
3475,1.01,61.9,61.0,3394,6.34,6.29,3.91,4,2,3
3476,1.01,60.9,59.0,3394,6.42,6.35,3.89,4,2,3
3477,1.05,60.9,60.0,3395,6.51,6.59,3.99,3,2,1
3478,0.73,62.1,56.0,3396,5.78,5.81,3.59,5,6,4
3479,0.61,62.2,54.0,3397,5.41,5.45,3.38,5,6,7
3480,0.81,61.5,55.0,3397,6.0,6.06,3.71,5,4,4
3481,0.79,58.6,57.0,3398,6.08,6.14,3.58,3,5,5
3482,0.9,63.2,61.0,3398,6.12,6.03,3.84,2,3,3
3483,0.9,61.9,58.0,3398,6.18,6.23,3.84,4,4,2
3484,0.9,62.3,58.0,3398,6.15,6.2,3.85,3,2,4
3485,0.9,61.8,59.0,3398,6.15,6.21,3.82,4,4,2
3486,0.9,62.4,58.0,3398,6.12,6.16,3.83,3,4,2
3487,0.9,62.5,59.0,3398,6.06,6.13,3.81,2,4,2
3488,0.9,62.8,57.0,3398,6.07,6.16,3.84,2,5,2
3489,0.85,58.5,60.0,3398,6.23,6.21,3.64,4,2,7
3490,0.81,60.8,60.0,3398,5.98,6.0,3.64,5,4,4
3491,1.01,62.8,58.0,3399,6.28,6.33,3.96,2,3,1
3492,1.01,62.6,59.0,3399,6.24,6.35,3.94,2,2,2
3493,1.01,61.8,62.0,3399,6.28,6.35,3.9,2,2,2
3494,0.7,61.6,55.0,3399,5.68,5.71,3.51,5,5,5
3495,0.7,61.6,56.0,3399,5.65,5.72,3.5,5,5,5
3496,0.92,58.5,57.0,3400,6.39,6.37,3.73,4,3,5
3497,0.9,64.3,62.0,3400,6.0,6.07,3.88,2,3,6
3498,0.88,61.1,58.0,3400,6.19,6.15,3.77,4,4,4
3499,0.92,62.2,55.0,3400,6.25,6.19,3.87,5,3,5
3501,0.9,63.2,57.0,3401,6.06,6.15,3.86,2,2,6
3502,0.9,63.4,60.0,3401,6.02,6.07,3.83,2,2,6
3504,0.76,61.8,55.0,3401,5.85,5.89,3.63,5,4,7
3505,0.76,61.2,56.0,3401,5.88,5.91,3.61,5,3,6
3506,0.74,61.9,54.0,3402,5.8,5.84,3.6,5,7,4
3507,0.81,61.7,59.0,3402,6.07,5.96,3.71,4,5,4
3508,0.75,62.0,55.0,3402,5.88,5.83,3.66,5,5,6
3509,1.14,64.4,55.0,3403,6.56,6.54,4.22,1,2,1
3511,0.85,62.2,56.0,3403,6.06,6.09,3.78,5,3,4
3512,0.91,62.0,62.0,3403,6.25,6.16,3.85,4,2,7
3513,0.81,62.5,57.0,3404,5.94,5.96,3.72,3,5,3
3514,0.71,61.5,57.0,3404,5.7,5.74,3.52,5,5,5
3515,0.71,61.1,56.0,3404,5.75,5.78,3.52,5,5,5
3516,0.71,61.5,57.0,3404,5.73,5.76,3.53,5,5,5
3517,0.81,62.3,57.0,3404,5.95,5.99,3.72,5,3,6
3518,0.91,63.0,59.0,3405,6.12,6.17,3.87,3,2,5
3519,0.72,63.3,54.0,3405,5.64,5.73,3.6,3,8,4
3520,0.71,62.2,55.0,3405,5.72,5.76,3.57,5,4,5
3521,1.0,62.4,59.0,3405,6.38,6.34,3.97,4,1,5
3522,0.71,63.2,57.0,3406,5.63,5.67,3.57,3,5,7
3523,0.71,61.3,56.0,3406,5.75,5.77,3.53,5,5,7
3524,0.9,61.0,58.0,3407,6.19,6.23,3.79,3,3,2
3525,0.9,61.8,56.0,3407,6.19,6.24,3.84,3,3,2
3527,0.92,65.6,57.0,3407,6.1,6.07,3.99,1,3,6
3528,1.04,64.2,58.0,3407,6.42,6.34,4.1,2,3,1
3529,0.9,60.6,61.0,3407,6.16,6.12,3.72,4,3,4
3530,0.91,64.1,62.0,3408,6.01,6.06,3.87,2,2,7
3531,0.91,58.4,63.0,3408,6.29,6.24,3.66,3,2,3
3532,0.83,61.9,58.0,3408,6.05,6.01,3.73,4,4,5
3533,0.72,61.2,56.0,3409,5.78,5.83,3.55,5,5,6
3534,0.72,60.5,55.0,3409,5.8,5.86,3.53,5,3,6
3535,0.72,60.8,57.0,3409,5.77,5.8,3.52,5,3,6
3536,0.7,62.5,60.0,3410,5.67,5.62,3.53,4,5,7
3537,0.73,60.5,59.0,3411,5.76,5.84,3.51,3,4,7
3538,0.73,60.7,57.0,3411,5.85,5.81,3.54,5,5,4
3540,1.01,61.6,59.0,3411,6.4,6.35,3.93,4,2,2
3541,1.07,62.1,55.0,3412,6.55,6.59,4.08,5,1,3
3543,0.74,61.3,56.0,3413,5.85,5.9,3.6,3,6,4
3544,0.79,62.0,56.0,3413,5.91,5.93,3.67,5,5,4
3545,0.81,60.3,56.0,3413,6.05,6.13,3.67,5,3,6
3546,0.91,60.9,58.0,3414,6.26,6.22,3.8,4,3,3
3548,1.07,61.5,54.0,3415,6.64,6.6,4.07,5,3,3
3549,0.77,63.5,59.0,3415,5.77,5.72,3.65,3,6,5
3550,1.07,64.3,59.0,3415,6.42,6.37,4.11,2,1,5
3551,1.21,64.0,59.0,3415,6.78,6.73,4.32,2,1,4
3552,1.0,62.7,57.0,3416,6.4,6.33,3.99,4,3,1
3554,0.74,62.8,59.0,3416,5.68,5.76,3.59,3,5,6
3555,0.92,62.8,59.0,3417,6.14,6.16,3.86,3,2,3
3556,0.79,62.4,56.0,3417,5.91,5.94,3.7,5,6,3
3557,0.72,61.7,55.0,3417,5.77,5.8,3.57,5,6,3
3558,0.72,61.8,55.0,3417,5.75,5.77,3.56,5,6,3
3559,1.01,59.2,58.0,3417,6.58,6.56,3.89,4,3,3
3560,0.9,62.4,58.0,3418,6.15,6.19,3.85,3,5,1
3561,0.9,62.1,57.0,3418,6.16,6.18,3.83,5,5,1
3562,0.93,59.4,61.0,3418,6.24,6.25,3.71,2,2,5
3563,0.86,66.5,54.1,3418,5.89,5.97,3.94,1,4,4
3564,1.09,63.1,58.0,3418,6.51,6.46,4.09,3,2,6
3565,0.8,60.6,63.0,3419,5.94,5.9,3.59,3,4,7
3566,0.7,60.5,56.0,3419,5.78,5.83,3.51,5,5,6
3567,0.7,61.7,57.0,3419,5.71,5.74,3.53,5,5,7
3568,0.75,61.4,56.0,3419,5.83,5.89,3.6,5,3,6
3569,0.7,58.4,61.0,3419,5.85,5.89,3.43,2,5,6
3570,0.7,58.4,60.0,3419,5.84,5.87,3.42,2,5,6
3571,0.96,60.2,63.0,3419,6.36,6.3,3.81,3,2,7
3572,0.96,64.0,62.0,3419,6.16,6.13,3.93,2,2,7
3573,0.72,63.6,59.0,3420,5.65,5.7,3.61,3,6,5
3574,0.78,60.9,57.0,3420,5.94,5.88,3.59,3,5,6
3575,0.71,62.0,61.0,3420,5.71,5.74,3.55,3,5,7
3576,0.82,62.9,56.0,3420,5.99,5.91,3.74,5,7,3
3577,0.8,60.5,57.0,3420,6.02,6.07,3.66,5,3,5
3578,0.93,63.5,58.0,3420,6.14,6.05,3.87,3,2,5
3579,1.01,63.0,60.0,3421,6.38,6.31,4.0,4,2,1
3580,0.71,62.0,55.0,3421,5.72,5.77,3.56,5,4,6
3581,0.71,61.2,55.0,3421,5.76,5.8,3.54,5,3,5
3582,0.59,60.7,57.0,3422,5.41,5.45,3.29,5,7,6
3583,0.81,61.8,56.0,3422,5.97,6.0,3.7,5,5,2
3584,0.81,61.5,57.0,3422,6.01,6.06,3.71,5,3,5
3585,0.9,61.9,62.0,3422,6.14,6.18,3.81,2,2,6
3586,1.0,57.6,58.0,3422,6.59,6.56,3.79,2,4,1
3587,1.0,65.3,61.0,3422,6.33,6.13,4.03,1,4,1
3588,0.91,64.0,57.0,3423,6.08,6.17,3.92,2,3,5
3589,0.91,61.3,60.0,3423,6.17,6.2,3.79,4,2,4
3590,0.91,62.7,58.0,3423,6.14,6.17,3.86,4,2,3
3591,0.91,60.3,57.0,3423,6.27,6.31,3.79,5,2,3
3592,0.76,61.8,57.0,3423,5.82,5.86,3.61,5,7,3
3593,0.9,57.9,63.0,3423,6.32,6.35,3.67,2,4,1
3594,0.9,62.3,64.0,3423,6.09,6.17,3.82,2,4,1
3595,1.09,57.4,61.0,3424,6.82,6.75,3.89,2,2,4
3596,0.76,61.6,56.0,3424,5.85,5.9,3.62,5,5,3
3597,0.9,63.5,62.0,3425,6.09,6.13,3.88,2,2,7
3598,0.7,61.2,60.0,3425,5.69,5.71,3.49,4,5,7
3599,0.71,62.0,53.0,3425,5.72,5.76,3.56,3,5,4
3600,0.91,62.2,57.0,3425,6.18,6.24,3.86,5,2,4
3601,0.93,64.5,56.3,3425,6.08,6.14,3.94,2,2,4
3602,0.91,63.9,60.0,3425,6.13,6.08,3.9,2,3,3
3603,1.04,64.2,59.0,3425,6.47,6.38,4.13,2,2,1
3604,1.0,64.9,58.0,3427,6.29,6.23,4.06,1,3,1
3605,1.0,58.2,63.0,3427,6.53,6.49,3.79,3,2,4
3606,0.72,61.7,55.0,3427,5.8,5.77,3.57,5,4,6
3607,1.02,58.6,64.0,3427,6.32,6.26,3.68,2,2,3
3608,1.0,60.7,59.0,3427,6.45,6.41,3.9,4,2,4
3609,0.9,64.3,57.0,3427,6.08,6.01,3.89,2,3,5
3610,0.9,62.7,55.0,3428,6.11,6.17,3.85,5,2,4
3611,0.82,61.1,56.0,3428,6.06,6.08,3.71,5,3,5
3612,0.77,64.3,56.0,3428,5.84,5.77,3.73,2,4,7
3613,1.05,62.2,56.0,3428,6.52,6.5,4.05,5,4,2
3614,0.77,63.1,57.0,3428,5.86,5.83,3.69,3,4,7
3615,0.77,61.2,59.0,3428,5.91,5.86,3.6,4,4,7
3616,0.77,61.3,60.0,3428,5.92,5.89,3.62,4,4,7
3617,0.7,61.5,58.0,3429,5.67,5.71,3.5,3,6,6
3619,0.8,61.6,58.0,3429,5.98,6.03,3.7,4,4,5
3620,0.8,62.7,54.0,3429,5.91,5.95,3.72,5,4,5
3621,0.8,63.2,55.0,3429,5.88,5.9,3.72,2,4,5
3622,0.73,61.6,56.0,3429,5.8,5.82,3.58,5,4,6
3623,0.89,62.4,56.0,3429,6.04,6.08,3.78,5,2,6
3624,0.73,61.4,59.0,3429,5.77,5.83,3.56,5,8,3
3625,0.9,59.8,61.0,3431,6.22,6.13,3.69,4,4,2
3626,0.9,62.4,60.0,3431,6.16,6.06,3.81,4,4,2
3628,0.71,61.7,56.0,3431,5.72,5.75,3.53,5,5,4
3629,0.71,61.8,57.0,3431,5.69,5.73,3.53,5,5,4
3630,0.71,61.7,57.0,3431,5.7,5.75,3.53,5,5,4
3631,0.71,61.6,55.0,3431,5.71,5.75,3.53,5,5,4
3632,0.71,61.5,55.0,3431,5.72,5.77,3.54,5,5,4
3633,0.71,60.7,57.0,3431,5.76,5.8,3.51,5,5,4
3634,0.71,61.8,55.0,3431,5.71,5.76,3.55,5,5,4
3635,0.79,59.7,57.0,3432,5.96,5.99,3.57,3,3,7
3636,0.74,61.2,56.0,3434,5.82,5.85,3.57,5,4,4
3637,0.91,60.4,61.0,3435,6.21,6.28,3.77,3,2,4
3638,0.75,61.9,57.0,3435,5.81,5.83,3.6,5,4,6
3639,0.71,61.4,57.0,3435,5.81,5.78,3.56,5,5,6
3640,0.79,57.7,58.0,3436,6.06,6.14,3.52,2,5,5
3641,0.9,64.2,60.0,3437,6.02,6.09,3.89,3,2,4
3642,0.9,62.8,58.0,3437,6.13,6.16,3.86,3,3,3
3643,0.9,62.8,57.0,3437,6.14,6.18,3.87,3,3,3
3644,0.9,62.6,62.0,3437,6.13,6.11,3.83,4,3,5
3646,0.93,63.0,59.0,3437,6.16,6.11,3.86,4,2,3
3647,0.93,60.9,61.0,3437,6.24,6.2,3.79,4,3,3
3648,0.91,58.5,60.0,3438,6.31,6.34,3.7,3,2,6
3649,0.91,60.0,60.0,3438,6.23,6.28,3.75,3,2,6
3650,0.73,60.8,56.0,3438,5.82,5.85,3.55,5,4,2
3651,0.82,61.3,55.0,3439,6.06,6.08,3.72,5,3,5
3652,1.01,62.2,54.0,3439,6.44,6.42,4.0,5,1,5
3654,0.85,60.7,55.0,3441,6.14,6.19,3.74,5,2,6
3655,0.8,62.9,60.0,3441,5.94,5.89,3.72,4,3,7
3656,0.73,61.9,59.0,3442,5.72,5.84,3.58,3,6,5
3657,0.53,62.1,57.0,3442,5.15,5.18,3.21,5,7,7
3658,0.77,61.3,56.0,3442,5.87,5.9,3.61,5,4,7
3659,0.86,61.9,55.0,3442,6.11,6.14,3.79,5,2,4
3660,0.82,62.8,58.0,3443,5.95,5.99,3.75,3,7,2
3661,0.76,63.5,55.0,3443,5.81,5.85,3.7,2,4,7
3662,0.76,61.2,57.0,3443,5.89,5.91,3.61,5,4,7
3663,1.0,65.7,61.0,3443,6.13,6.11,4.02,1,2,5
3664,1.09,64.6,58.0,3443,6.48,6.41,4.16,1,4,1
3666,1.03,61.1,55.0,3444,6.51,6.54,3.99,5,1,5
3667,0.71,60.2,61.0,3444,5.76,5.8,3.48,3,8,3
3668,1.03,62.3,59.0,3444,6.42,6.46,4.01,4,1,5
3669,1.02,58.9,62.0,3444,6.51,6.43,3.81,4,3,1
3670,0.78,62.5,57.0,3444,5.94,5.9,3.7,4,5,6
3671,0.9,61.4,58.0,3445,6.16,6.26,3.81,3,4,2
3672,0.9,62.0,59.0,3445,6.14,6.19,3.82,3,2,4
3673,0.9,60.4,58.0,3445,6.25,6.3,3.79,4,2,4
3674,0.9,61.1,55.0,3445,6.21,6.26,3.81,3,2,4
3675,0.9,62.7,56.0,3445,6.21,6.16,3.88,5,3,1
3676,0.7,62.5,58.0,3445,5.68,5.75,3.57,2,6,5
3677,0.91,63.1,63.0,3445,6.16,6.11,3.87,3,3,4
3678,0.78,61.5,58.0,3446,5.93,5.98,3.66,4,5,5
3679,0.51,62.0,56.0,3446,5.14,5.18,3.2,5,8,7
3680,0.76,61.6,56.0,3446,5.87,5.91,3.63,5,5,5
